Departure Time,Arrival Time,Airline Name,Airline IATA,Flight Number,Full Flight Number,Route IATA
10:50,20:10,Scoot,TR,24,TR24,SIN MEL
11:10,20:35,Vistara,UK,8217,UK8217,SIN MEL
07:50,17:10,Virgin Australia,VA,5507,VA5507,SIN MEL
11:10,20:35,Virgin Australia,VA,5517,VA5517,SIN MEL
00:25,09:50,Virgin Australia,VA,5537,VA5537,SIN MEL
20:15,#05:35,IndiGo,6E,4604,6E4604,SIN MEL
23:30,#08:50,IndiGo,6E,4606,6E4606,SIN MEL
11:10,20:35,Aegean Airlines,A3,1215,A31215,SIN MEL
22:00,#07:25,Aegean Airlines,A3,1217,A31217,SIN MEL
07:50,17:10,Aegean Airlines,A3,1221,A31221,SIN MEL
20:40,#06:00,Aegean Airlines,A3,1230,A31230,SIN MEL
11:10,20:35,Air France,AF,3916,AF3916,SIN MEL
20:40,#06:00,Air France,AF,7230,AF7230,SIN MEL
20:15,#05:35,Air France,AF,9667,AF9667,SIN MEL
20:15,#05:35,Finnair,AY,5013,AY5013,SIN MEL
23:30,#08:50,Finnair,AY,5029,AY5029,SIN MEL
21:00,#06:15,Finnair,AY,6421,AY6421,SIN MEL
23:30,#08:50,British Airways,BA,7400,BA7400,SIN MEL
20:15,#05:35,British Airways,BA,7402,BA7402,SIN MEL
11:15,20:15,DHL Air,D0,14,D014,SIN MEL
10:25,19:35,Emirates,EK,404,EK404,SIN MEL
23:30,#08:50,Emirates,EK,5032,EK5032,SIN MEL
20:15,#05:35,Emirates,EK,5036,EK5036,SIN MEL
00:25,09:50,Ethiopian Airlines,ET,1303,ET1303,SIN MEL
22:00,#07:25,Ethiopian Airlines,ET,1313,ET1313,SIN MEL
20:15,#05:35,Fiji Airways,FJ,5325,FJ5325,SIN MEL
23:30,#08:50,Fiji Airways,FJ,5327,FJ5327,SIN MEL
21:00,#06:15,Fiji Airways,FJ,5432,FJ5432,SIN MEL
23:30,#08:50,Jet Linx Aviation,JL,7883,JL7883,SIN MEL
20:15,#05:35,Jet Linx Aviation,JL,7891,JL7891,SIN MEL
21:00,#06:15,Jetstar,JQ,8,JQ8,SIN MEL
20:15,#05:35,KLM,KL,4886,KL4886,SIN MEL
23:30,#08:50,KLM,KL,4898,KL4898,SIN MEL
00:25,09:50,Lufthansa,LH,7204,LH7204,SIN MEL
07:50,17:10,Lufthansa,LH,9752,LH9752,SIN MEL
22:00,#07:25,Lufthansa,LH,9774,LH9774,SIN MEL
11:10,20:35,Lufthansa,LH,9776,LH9776,SIN MEL
11:10,20:35,SWISS,LX,9012,LX9012,SIN MEL
07:50,17:10,SWISS,LX,9022,LX9022,SIN MEL
22:00,#07:25,SWISS,LX,9024,LX9024,SIN MEL
00:25,09:50,SWISS,LX,9074,LX9074,SIN MEL
23:30,#08:50,China Eastern Airlines,MU,4006,MU4006,SIN MEL
20:15,#05:35,China Eastern Airlines,MU,4008,MU4008,SIN MEL
11:10,20:35,ANA,NH,5484,NH5484,SIN MEL
07:50,17:10,ANA,NH,5486,NH5486,SIN MEL
23:30,#08:50,Bangkok Airways,PG,4527,PG4527,SIN MEL
20:15,#05:35,Bangkok Airways,PG,4541,PG4541,SIN MEL
20:15,#05:35,Qantas,QF,36,QF36,SIN MEL
23:30,#08:50,Qantas,QF,38,QF38,SIN MEL
21:00,#06:15,Qantas,QF,5510,QF5510,SIN MEL
10:25,19:35,Qantas,QF,8404,QF8404,SIN MEL
11:10,20:35,SAS,SK,8013,SK8013,SIN MEL
22:00,#07:25,SAS,SK,8061,SK8061,SIN MEL
00:25,09:50,SAS,SK,8063,SK8063,SIN MEL
07:50,17:10,SAS,SK,8065,SK8065,SIN MEL
07:50,17:10,Singapore Airlines,SQ,207,SQ207,SIN MEL
11:10,20:35,Singapore Airlines,SQ,217,SQ217,SIN MEL
22:00,#07:25,Singapore Airlines,SQ,227,SQ227,SIN MEL
00:25,09:50,Singapore Airlines,SQ,237,SQ237,SIN MEL
20:40,#06:00,Singapore Airlines,SQ,247,SQ247,SIN MEL
10:50,20:10,Singapore Airlines,SQ,8514,SQ8514,SIN MEL
07:50,17:10,Turkish Airlines,TK,9302,TK9302,SIN MEL
11:10,20:35,Turkish Airlines,TK,9310,TK9310,SIN MEL
22:00,#07:25,Turkish Airlines,TK,9318,TK9318,SIN MEL
00:25,09:50,Turkish Airlines,TK,9324,TK9324,SIN MEL
10:50,20:10,Scoot,TR,24,TR24,SIN MEL
11:10,20:35,Vistara,UK,8217,UK8217,SIN MEL
22:00,#07:25,Vistara,UK,8227,UK8227,SIN MEL
23:30,#08:50,SriLankan Airlines,UL,3374,UL3374,SIN MEL
20:15,#05:35,SriLankan Airlines,UL,3378,UL3378,SIN MEL
07:50,17:10,Virgin Australia,VA,5507,VA5507,SIN MEL
11:10,20:35,Virgin Australia,VA,5517,VA5517,SIN MEL
22:00,#07:25,Virgin Australia,VA,5527,VA5527,SIN MEL
12:00,18:15,IndiGo,6E,4603,6E4603,MEL SIN
07:15,13:05,Aegean Airlines,A3,1231,A31231,MEL SIN
09:05,15:15,Air France,AF,7231,AF7231,MEL SIN
12:00,18:15,Air France,AF,9700,AF9700,MEL SIN
12:00,18:15,Finnair,AY,5014,AY5014,MEL SIN
12:05,18:00,Finnair,AY,6422,AY6422,MEL SIN
12:00,18:15,British Airways,BA,7403,BA7403,MEL SIN
00:20,06:20,DHL Air,D0,7443,D07443,MEL SIN
02:25,08:15,Emirates,EK,405,EK405,MEL SIN
12:00,18:15,Emirates,EK,5035,EK5035,MEL SIN
12:00,18:15,Fiji Airways,FJ,5324,FJ5324,MEL SIN
12:05,18:00,Fiji Airways,FJ,5431,FJ5431,MEL SIN
12:00,18:15,Jet Linx Aviation,JL,7890,JL7890,MEL SIN
12:05,18:00,Jetstar,JQ,7,JQ7,MEL SIN
12:00,18:15,KLM,KL,4895,KL4895,MEL SIN
09:05,15:15,Lufthansa,LH,9755,LH9755,MEL SIN
09:05,15:15,SWISS,LX,9055,LX9055,MEL SIN
12:00,18:15,China Eastern Airlines,MU,4009,MU4009,MEL SIN
12:00,18:15,Bangkok Airways,PG,4540,PG4540,MEL SIN
12:00,18:15,Qantas,QF,35,QF35,MEL SIN
15:50,22:05,Qantas,QF,37,QF37,MEL SIN
12:05,18:00,Qantas,QF,5509,QF5509,MEL SIN
02:25,08:15,Qantas,QF,8405,QF8405,MEL SIN
18:25,#00:15,Singapore Airlines,SQ,208,SQ208,MEL SIN
15:40,21:30,Singapore Airlines,SQ,228,SQ228,MEL SIN
09:05,15:15,Singapore Airlines,SQ,238,SQ238,MEL SIN
07:15,13:05,Singapore Airlines,SQ,248,SQ248,MEL SIN
00:20,06:20,Singapore Airlines,SQ,7443,SQ7443,MEL SIN
12:45,18:40,Singapore Airlines,SQ,8531,SQ8531,MEL SIN
09:05,15:15,Turkish Airlines,TK,9325,TK9325,MEL SIN
12:45,18:40,Scoot,TR,19,TR19,MEL SIN
09:05,15:15,Vistara,UK,8238,UK8238,MEL SIN
12:00,18:15,SriLankan Airlines,UL,3377,UL3377,MEL SIN
07:15,13:05,Virgin Australia,VA,5548,VA5548,MEL SIN
09:05,15:15,Virgin Australia,VA,5538,VA5538,MEL SIN
12:00,18:15,IndiGo,6E,4603,6E4603,MEL SIN
15:50,22:05,IndiGo,6E,4605,6E4605,MEL SIN
15:40,21:30,Aegean Airlines,A3,1216,A31216,MEL SIN
18:25,#00:15,Aegean Airlines,A3,1220,A31220,MEL SIN
07:15,13:05,Aegean Airlines,A3,1231,A31231,MEL SIN
23:35,#05:30,Air France,AF,3917,AF3917,MEL SIN
09:05,15:15,Air France,AF,7231,AF7231,MEL SIN
12:00,18:15,Air France,AF,9700,AF9700,MEL SIN
12:00,18:15,Finnair,AY,5014,AY5014,MEL SIN
12:05,18:00,Finnair,AY,6422,AY6422,MEL SIN
15:50,22:05,British Airways,BA,7401,BA7401,MEL SIN
12:00,18:15,British Airways,BA,7403,BA7403,MEL SIN
03:05,08:53,DHL Air,D0,11,D011,MEL SIN
02:25,08:15,Emirates,EK,405,EK405,MEL SIN
15:50,22:05,Emirates,EK,5031,EK5031,MEL SIN
12:00,18:15,Emirates,EK,5035,EK5035,MEL SIN
18:25,#00:15,Ethiopian Airlines,ET,1302,ET1302,MEL SIN
15:40,21:30,Ethiopian Airlines,ET,1312,ET1312,MEL SIN
12:00,18:15,Fiji Airways,FJ,5324,FJ5324,MEL SIN
15:50,22:05,Fiji Airways,FJ,5326,FJ5326,MEL SIN
12:05,18:00,Fiji Airways,FJ,5431,FJ5431,MEL SIN
15:50,22:05,Jet Linx Aviation,JL,7882,JL7882,MEL SIN
12:00,18:15,Jet Linx Aviation,JL,7890,JL7890,MEL SIN
12:05,18:00,Jetstar,JQ,7,JQ7,MEL SIN
15:50,22:05,KLM,KL,4887,KL4887,MEL SIN
12:00,18:15,KLM,KL,4895,KL4895,MEL SIN
09:05,15:15,Lufthansa,LH,9755,LH9755,MEL SIN
15:40,21:30,Lufthansa,LH,9775,LH9775,MEL SIN
23:35,#05:30,Lufthansa,LH,9777,LH9777,MEL SIN
18:25,#00:15,Lufthansa,LH,9799,LH9799,MEL SIN
18:25,#00:15,SWISS,LX,9023,LX9023,MEL SIN
15:40,21:30,SWISS,LX,9025,LX9025,MEL SIN
09:05,15:15,SWISS,LX,9055,LX9055,MEL SIN
23:35,#05:30,SWISS,LX,9057,LX9057,MEL SIN
15:50,22:05,China Eastern Airlines,MU,4007,MU4007,MEL SIN
12:00,18:15,China Eastern Airlines,MU,4009,MU4009,MEL SIN
23:35,#05:30,ANA,NH,5485,NH5485,MEL SIN
15:40,21:30,ANA,NH,5487,NH5487,MEL SIN
15:50,22:05,Bangkok Airways,PG,4526,PG4526,MEL SIN
12:00,18:15,Bangkok Airways,PG,4540,PG4540,MEL SIN
12:00,18:15,Qantas,QF,35,QF35,MEL SIN
15:50,22:05,Qantas,QF,37,QF37,MEL SIN
12:05,18:00,Qantas,QF,5509,QF5509,MEL SIN
02:25,08:15,Qantas,QF,8405,QF8405,MEL SIN
15:40,21:30,SAS,SK,8012,SK8012,MEL SIN
18:25,#00:15,SAS,SK,8066,SK8066,MEL SIN
23:35,#05:30,SAS,SK,8068,SK8068,MEL SIN
18:25,#00:15,Singapore Airlines,SQ,208,SQ208,MEL SIN
23:35,#05:30,Singapore Airlines,SQ,218,SQ218,MEL SIN
15:40,21:30,Singapore Airlines,SQ,228,SQ228,MEL SIN
09:05,15:15,Singapore Airlines,SQ,238,SQ238,MEL SIN
07:15,13:05,Singapore Airlines,SQ,248,SQ248,MEL SIN
13:55,19:55,Singapore Airlines,SQ,7293,SQ7293,MEL SIN
21:20,#03:25,Singapore Airlines,SQ,8515,SQ8515,MEL SIN
18:25,#00:15,Turkish Airlines,TK,9303,TK9303,MEL SIN
23:35,#05:30,Turkish Airlines,TK,9311,TK9311,MEL SIN
15:40,21:30,Turkish Airlines,TK,9319,TK9319,MEL SIN
09:05,15:15,Turkish Airlines,TK,9325,TK9325,MEL SIN
21:20,#03:25,Scoot,TR,25,TR25,MEL SIN
23:35,#05:30,Vistara,UK,8218,UK8218,MEL SIN
09:05,15:15,Vistara,UK,8238,UK8238,MEL SIN
15:50,22:05,SriLankan Airlines,UL,3373,UL3373,MEL SIN
12:00,18:15,SriLankan Airlines,UL,3377,UL3377,MEL SIN
18:25,#00:15,Virgin Australia,VA,5508,VA5508,MEL SIN
23:35,#05:30,Virgin Australia,VA,5518,VA5518,MEL SIN
03:20,05:55,DHL Air,D0,720,D0720,HKG CTU
03:20,05:55,Air Hong Kong,LD,720,LD720,HKG CTU
19:35,23:35,Sichuan Airlines,3U,2264,3U2264,XMN HRB
19:35,23:35,China Southern Airlines,CZ,4264,CZ4264,XMN HRB
19:35,23:35,China Express Air,G5,9356,G59356,XMN HRB
19:35,23:35,Loong Air,GJ,3464,GJ3464,XMN HRB
19:35,23:35,Xiamen Airlines,MF,8342,MF8342,XMN HRB
19:35,23:35,Hebei Airlines,NS,8338,NS8338,XMN HRB
07:25,11:05,Jetstar Asia,3K,817,3K817,SIN HAK
07:25,11:05,Qantas,QF,5139,QF5139,SIN HAK
07:25,11:05,Jetstar Asia,3K,817,3K817,SIN HAK
12:05,15:40,Hainan Airlines,HU,748,HU748,SIN HAK
07:25,11:05,Qantas,QF,5139,QF5139,SIN HAK
07:00,10:45,Singapore Airlines,SQ,8312,SQ8312,SIN HAK
07:00,10:45,Scoot,TR,118,TR118,SIN HAK
12:00,15:30,Jetstar Asia,3K,818,3K818,HAK SIN
12:00,15:30,Qantas,QF,5140,QF5140,HAK SIN
12:00,15:30,Jetstar Asia,3K,818,3K818,HAK SIN
07:25,11:00,Hainan Airlines,HU,747,HU747,HAK SIN
12:00,15:30,Qantas,QF,5140,QF5140,HAK SIN
11:45,15:10,Singapore Airlines,SQ,8313,SQ8313,HAK SIN
11:45,15:10,Scoot,TR,119,TR119,HAK SIN
11:40,12:50,AirAsia,AK,1310,AK1310,SIN IPH
14:10,15:25,AirAsia,AK,1314,AK1314,SIN IPH
06:45,08:00,Singapore Airlines,SQ,8320,SQ8320,SIN IPH
15:25,16:40,Singapore Airlines,SQ,8322,SQ8322,SIN IPH
15:25,16:40,Scoot,TR,486,TR486,SIN IPH
06:45,08:00,Scoot,TR,488,TR488,SIN IPH
11:40,12:50,AirAsia,AK,1310,AK1310,SIN IPH
14:10,15:25,AirAsia,AK,1314,AK1314,SIN IPH
06:45,08:00,Singapore Airlines,SQ,8320,SQ8320,SIN IPH
15:25,16:40,Singapore Airlines,SQ,8322,SQ8322,SIN IPH
11:05,12:15,Singapore Airlines,SQ,8324,SQ8324,SIN IPH
11:05,12:15,Scoot,TR,484,TR484,SIN IPH
15:25,16:40,Scoot,TR,486,TR486,SIN IPH
06:45,08:00,Scoot,TR,488,TR488,SIN IPH
09:45,11:00,AirAsia,AK,1311,AK1311,IPH SIN
16:00,17:10,AirAsia,AK,1315,AK1315,IPH SIN
08:45,10:15,Singapore Airlines,SQ,8321,SQ8321,IPH SIN
17:25,18:35,Singapore Airlines,SQ,8323,SQ8323,IPH SIN
17:25,18:35,Scoot,TR,487,TR487,IPH SIN
08:45,10:15,Scoot,TR,489,TR489,IPH SIN
09:45,11:00,AirAsia,AK,1311,AK1311,IPH SIN
16:00,17:10,AirAsia,AK,1315,AK1315,IPH SIN
08:45,10:15,Singapore Airlines,SQ,8321,SQ8321,IPH SIN
17:25,18:35,Singapore Airlines,SQ,8323,SQ8323,IPH SIN
13:00,14:30,Singapore Airlines,SQ,8325,SQ8325,IPH SIN
13:00,14:30,Scoot,TR,485,TR485,IPH SIN
17:25,18:35,Scoot,TR,487,TR487,IPH SIN
08:45,10:15,Scoot,TR,489,TR489,IPH SIN
07:50,10:45,Sichuan Airlines,3U,2317,3U2317,XMN TFU
12:45,15:55,Juneyao Airlines,HO,7182,HO7182,XMN TFU
07:50,10:45,Juneyao Airlines,HO,7159,HO7159,XMN TFU
11:45,14:40,Xiamen Airlines,MF,3751,MF3751,XMN TFU
12:45,15:55,Loong Air,GJ,3553,GJ3553,XMN TFU
07:50,10:45,Xiamen Airlines,MF,8401,MF8401,XMN TFU
07:50,10:45,Loong Air,GJ,3517,GJ3517,XMN TFU
12:45,15:55,China Express Air,G5,9417,G59417,XMN TFU
17:05,19:50,Xiamen Airlines,MF,8431,MF8431,XMN TFU
07:50,10:45,China Express Air,G5,9381,G59381,XMN TFU
12:45,15:55,Xiamen Airlines,MF,8441,MF8441,XMN TFU
13:10,15:55,Chengdu Airlines,EU,1970,EU1970,XMN TFU
11:45,14:40,China Eastern Airlines,MU,6196,MU6196,XMN TFU
07:50,10:45,China Southern Airlines,CZ,4317,CZ4317,XMN TFU
07:50,10:45,Hebei Airlines,NS,8401,NS8401,XMN TFU
12:45,15:55,Hebei Airlines,NS,8437,NS8437,XMN TFU
12:45,15:55,China Southern Airlines,CZ,4353,CZ4353,XMN TFU
11:45,14:40,Sichuan Airlines,3U,5322,3U5322,XMN TFU
12:45,15:55,Sichuan Airlines,3U,2353,3U2353,XMN TFU
17:05,19:50,Xiamen Airlines,MF,8431,MF8431,XMN TFU
13:10,15:55,Tibet Airlines,TV,5082,TV5082,XMN TFU
19:45,22:55,Xiamen Airlines,MF,3749,MF3749,XMN TFU
11:45,14:40,Xiamen Airlines,MF,3751,MF3751,XMN TFU
07:50,10:45,Sichuan Airlines,3U,2317,3U2317,XMN TFU
07:50,10:45,Xiamen Airlines,MF,8401,MF8401,XMN TFU
12:45,15:55,Hebei Airlines,NS,8437,NS8437,XMN TFU
17:05,19:50,Hebei Airlines,NS,8429,NS8429,XMN TFU
12:45,15:55,Xiamen Airlines,MF,8441,MF8441,XMN TFU
07:50,10:45,Hebei Airlines,NS,8401,NS8401,XMN TFU
19:45,22:55,China Eastern Airlines,MU,6192,MU6192,XMN TFU
11:45,14:40,China Eastern Airlines,MU,6196,MU6196,XMN TFU
19:45,22:55,China Express Air,G5,6870,G56870,XMN TFU
17:05,19:50,Sichuan Airlines,3U,2345,3U2345,XMN TFU
12:45,15:55,Sichuan Airlines,3U,2353,3U2353,XMN TFU
11:45,14:40,Sichuan Airlines,3U,5322,3U5322,XMN TFU
13:10,15:55,China Southern Airlines,CZ,1481,CZ1481,XMN TFU
07:50,10:45,China Southern Airlines,CZ,4317,CZ4317,XMN TFU
17:05,19:50,China Southern Airlines,CZ,4345,CZ4345,XMN TFU
12:45,15:55,China Southern Airlines,CZ,4353,CZ4353,XMN TFU
13:10,15:55,Chengdu Airlines,EU,1970,EU1970,XMN TFU
12:45,15:55,Juneyao Airlines,HO,7182,HO7182,XMN TFU
07:50,10:45,China Express Air,G5,9381,G59381,XMN TFU
17:05,19:50,China Express Air,G5,9409,G59409,XMN TFU
12:45,15:55,China Express Air,G5,9417,G59417,XMN TFU
07:50,10:45,Loong Air,GJ,3517,GJ3517,XMN TFU
17:05,19:50,Loong Air,GJ,3545,GJ3545,XMN TFU
12:45,15:55,Loong Air,GJ,3553,GJ3553,XMN TFU
07:50,10:45,Juneyao Airlines,HO,7159,HO7159,XMN TFU
17:05,19:50,Juneyao Airlines,HO,7176,HO7176,XMN TFU
13:10,15:45,Sichuan Airlines,3U,2197,3U2197,FOC XIY
07:35,10:15,Hebei Airlines,NS,8261,NS8261,FOC XIY
13:10,15:45,Hebei Airlines,NS,8255,NS8255,FOC XIY
07:35,10:15,China Eastern Airlines,MU,4725,MU4725,FOC XIY
13:10,15:45,China Eastern Airlines,MU,4719,MU4719,FOC XIY
12:20,15:00,China Eastern Airlines,MU,2230,MU2230,FOC XIY
16:00,18:25,China Eastern Airlines,MU,2138,MU2138,FOC XIY
07:35,10:15,Xiamen Airlines,MF,8271,MF8271,FOC XIY
13:10,15:45,Xiamen Airlines,MF,8263,MF8263,FOC XIY
12:20,15:00,Xiamen Airlines,MF,3100,MF3100,FOC XIY
07:35,10:15,Juneyao Airlines,HO,7101,HO7101,FOC XIY
07:35,10:15,Loong Air,GJ,3403,GJ3403,FOC XIY
13:10,15:45,Loong Air,GJ,3397,GJ3397,FOC XIY
07:35,10:15,China Express Air,G5,9315,G59315,FOC XIY
13:10,15:45,China Express Air,G5,9309,G59309,FOC XIY
13:10,15:45,China Southern Airlines,CZ,4197,CZ4197,FOC XIY
09:05,11:55,Fuzhou Airlines,FU,6693,FU6693,FOC XIY
07:35,10:15,China Southern Airlines,CZ,4203,CZ4203,FOC XIY
07:35,10:15,Sichuan Airlines,3U,2203,3U2203,FOC XIY
15:05,17:50,Xiamen Airlines,MF,8269,MF8269,FOC XIY
13:10,15:45,Xiamen Airlines,MF,8263,MF8263,FOC XIY
07:35,10:15,Xiamen Airlines,MF,8271,MF8271,FOC XIY
13:10,15:45,China Southern Airlines,CZ,4197,CZ4197,FOC XIY
12:20,15:00,China Eastern Airlines,MU,2230,MU2230,FOC XIY
20:10,23:00,Air Changan,9H,7590,9H7590,FOC XIY
13:10,15:45,China Eastern Airlines,MU,4719,MU4719,FOC XIY
15:05,17:50,China Eastern Airlines,MU,4723,MU4723,FOC XIY
07:35,10:15,China Eastern Airlines,MU,4725,MU4725,FOC XIY
07:35,10:15,Sichuan Airlines,3U,2203,3U2203,FOC XIY
13:10,15:45,Hebei Airlines,NS,8255,NS8255,FOC XIY
15:05,17:50,Sichuan Airlines,3U,2201,3U2201,FOC XIY
15:05,17:50,Hebei Airlines,NS,8259,NS8259,FOC XIY
07:35,10:15,Hebei Airlines,NS,8261,NS8261,FOC XIY
13:10,15:45,Sichuan Airlines,3U,2197,3U2197,FOC XIY
15:05,17:50,China Southern Airlines,CZ,4201,CZ4201,FOC XIY
07:35,10:15,China Southern Airlines,CZ,4203,CZ4203,FOC XIY
12:20,15:00,Xiamen Airlines,MF,3100,MF3100,FOC XIY
22:55,#01:35,Beijing Capital Airlines,JD,5966,JD5966,FOC XIY
20:10,23:00,Hainan Airlines,HU,7590,HU7590,FOC XIY
07:35,10:15,Juneyao Airlines,HO,7101,HO7101,FOC XIY
15:05,17:50,Juneyao Airlines,HO,7099,HO7099,FOC XIY
20:10,23:00,Tianjin Airlines,GS,5590,GS5590,FOC XIY
20:10,23:00,Loong Air,GJ,3840,GJ3840,FOC XIY
09:05,11:45,Fuzhou Airlines,FU,6693,FU6693,FOC XIY
07:35,10:15,Loong Air,GJ,3403,GJ3403,FOC XIY
15:05,17:50,Loong Air,GJ,3401,GJ3401,FOC XIY
13:10,15:45,Loong Air,GJ,3397,GJ3397,FOC XIY
13:10,15:45,China Express Air,G5,9309,G59309,FOC XIY
07:35,10:15,China Express Air,G5,9315,G59315,FOC XIY
15:05,17:50,China Express Air,G5,9313,G59313,FOC XIY
07:20,08:45,ANA,NH,5750,NH5750,PEK DLC
15:30,16:50,Shenzhen Airlines,ZH,4972,ZH4972,PEK DLC
11:40,13:15,Shenzhen Airlines,ZH,4946,ZH4946,PEK DLC
09:45,10:55,Shenzhen Airlines,ZH,1605,ZH1605,PEK DLC
15:30,16:50,Shandong Airlines,SC,5334,SC5334,PEK DLC
11:40,13:15,Shandong Airlines,SC,5316,SC5316,PEK DLC
09:45,10:55,Shandong Airlines,SC,5083,SC5083,PEK DLC
09:45,10:55,Air New Zealand,NZ,3950,NZ3950,PEK DLC
07:20,08:45,Air New Zealand,NZ,3892,NZ3892,PEK DLC
15:30,16:50,Air New Zealand,NZ,3879,NZ3879,PEK DLC
11:40,13:15,Air New Zealand,NZ,3871,NZ3871,PEK DLC
11:40,13:15,Lufthansa,LH,7076,LH7076,PEK DLC
06:55,08:35,Hong Kong Airlines,HX,1105,HX1105,PEK DLC
06:55,08:35,Hainan Airlines,HU,7105,HU7105,PEK DLC
15:30,16:50,Air China LTD,CA,8992,CA8992,PEK DLC
16:25,17:50,Air China LTD,CA,8910,CA8910,PEK DLC
17:30,18:40,Air China LTD,CA,8906,CA8906,PEK DLC
07:20,08:45,Air China LTD,CA,155,CA155,PEK DLC
11:40,13:15,Air China LTD,CA,8904,CA8904,PEK DLC
09:45,10:55,Air China LTD,CA,1605,CA1605,PEK DLC
21:20,22:40,Dalian Airlines,,8902,None8902,PEK DLC
09:45,10:55,Air New Zealand,NZ,3950,NZ3950,PEK DLC
22:05,23:25,Air Canada,AC,6656,AC6656,PEK DLC
09:45,10:55,Shandong Airlines,SC,5083,SC5083,PEK DLC
17:30,18:40,Air Canada,AC,6654,AC6654,PEK DLC
21:20,22:40,Shandong Airlines,SC,5314,SC5314,PEK DLC
11:40,13:15,Shandong Airlines,SC,5316,SC5316,PEK DLC
22:05,23:25,Dalian Airlines,,8908,None8908,PEK DLC
17:30,18:40,Shandong Airlines,SC,5318,SC5318,PEK DLC
22:05,23:25,Shandong Airlines,SC,5320,SC5320,PEK DLC
16:25,17:50,Shandong Airlines,SC,5322,SC5322,PEK DLC
15:30,16:50,Shandong Airlines,SC,5334,SC5334,PEK DLC
09:45,10:55,Air China LTD,CA,1605,CA1605,PEK DLC
09:45,10:55,Shenzhen Airlines,ZH,1605,ZH1605,PEK DLC
17:30,18:40,Dalian Airlines,,8906,None8906,PEK DLC
21:20,22:40,Shenzhen Airlines,ZH,4944,ZH4944,PEK DLC
11:40,13:15,Shenzhen Airlines,ZH,4946,ZH4946,PEK DLC
16:25,17:50,Dalian Airlines,,8910,None8910,PEK DLC
17:30,18:40,Shenzhen Airlines,ZH,4948,ZH4948,PEK DLC
22:05,23:25,Shenzhen Airlines,ZH,4950,ZH4950,PEK DLC
16:25,17:50,Shenzhen Airlines,ZH,4952,ZH4952,PEK DLC
15:30,16:50,Shenzhen Airlines,ZH,4972,ZH4972,PEK DLC
15:30,16:50,Dalian Airlines,,8992,None8992,PEK DLC
21:20,22:40,Air China LTD,CA,8902,CA8902,PEK DLC
16:25,17:50,Air China LTD,CA,8910,CA8910,PEK DLC
15:30,16:50,Air China LTD,CA,8992,CA8992,PEK DLC
17:30,18:40,Air China LTD,CA,8906,CA8906,PEK DLC
09:00,10:20,Air China LTD,CA,953,CA953,PEK DLC
23:05,#00:30,Hainan Airlines,HU,7103,HU7103,PEK DLC
07:10,08:35,Hainan Airlines,HU,7105,HU7105,PEK DLC
23:05,#00:30,Hong Kong Airlines,HX,1103,HX1103,PEK DLC
07:10,08:35,Hong Kong Airlines,HX,1105,HX1105,PEK DLC
11:40,13:15,Air China LTD,CA,8904,CA8904,PEK DLC
11:40,13:15,Lufthansa,LH,7076,LH7076,PEK DLC
09:00,10:20,Air New Zealand,NZ,3894,NZ3894,PEK DLC
16:25,17:50,Lufthansa,LH,7078,LH7078,PEK DLC
09:00,10:20,ANA,NH,5734,NH5734,PEK DLC
11:40,13:15,Dalian Airlines,,8904,None8904,PEK DLC
21:20,22:40,Air New Zealand,NZ,3869,NZ3869,PEK DLC
11:40,13:15,Air New Zealand,NZ,3871,NZ3871,PEK DLC
17:30,18:40,Air New Zealand,NZ,3873,NZ3873,PEK DLC
22:05,23:25,Air New Zealand,NZ,3875,NZ3875,PEK DLC
16:25,17:50,Air New Zealand,NZ,3877,NZ3877,PEK DLC
15:30,16:50,Air New Zealand,NZ,3879,NZ3879,PEK DLC
22:05,23:25,Air China LTD,CA,8908,CA8908,PEK DLC
08:50,14:15,9 Air Co,AQ,1181,AQ1181,CAN CGQ
15:45,20:00,China Southern Airlines,CZ,3606,CZ3606,CAN CGQ
13:40,17:55,China Southern Airlines,CZ,6342,CZ6342,CAN CGQ
08:40,12:55,China Southern Airlines,CZ,6378,CZ6378,CAN CGQ
07:40,11:55,China Southern Airlines,CZ,8237,CZ8237,CAN CGQ
13:40,17:55,KLM,KL,4318,KL4318,CAN CGQ
08:40,12:55,KLM,KL,4578,KL4578,CAN CGQ
08:50,14:15,9 Air Co,AQ,1181,AQ1181,CAN CGQ
15:45,20:00,China Southern Airlines,CZ,3606,CZ3606,CAN CGQ
13:40,17:55,China Southern Airlines,CZ,6342,CZ6342,CAN CGQ
08:40,12:55,China Southern Airlines,CZ,6378,CZ6378,CAN CGQ
19:45,23:55,China Southern Airlines,CZ,6852,CZ6852,CAN CGQ
07:40,11:55,China Southern Airlines,CZ,8237,CZ8237,CAN CGQ
13:40,17:55,KLM,KL,4318,KL4318,CAN CGQ
08:40,12:55,KLM,KL,4578,KL4578,CAN CGQ
15:05,20:35,9 Air Co,AQ,1182,AQ1182,CGQ CAN
09:55,14:35,China Southern Airlines,CZ,3605,CZ3605,CGQ CAN
07:50,12:35,China Southern Airlines,CZ,6341,CZ6341,CGQ CAN
14:00,18:30,China Southern Airlines,CZ,6851,CZ6851,CGQ CAN
14:00,18:30,KLM,KL,4393,KL4393,CGQ CAN
15:05,20:35,9 Air Co,AQ,1182,AQ1182,CGQ CAN
09:55,14:35,China Southern Airlines,CZ,3605,CZ3605,CGQ CAN
